"site_code" "author_crop" "author" "crop" "ant_percent" "apis_percent" "bee_percent" "other_hymenoptera_percent" "coleoptera_percent" "other_diptera_percent" "hemiptera_percent" "lepidoptera_percent" "other_percent" "syrphidae_percent" "nonbee_percent" "fruitset_sc" "bee_sc" "nonbee_sc" "apis_sc" "distance_sc"
"105" "how_ace_6" "Howlett_Allium_cepa" "Howlett" "Allium_cepa" 0 65.6579550664833 9.21595598349381 0 0.687757909215956 23.4296194406236 0 0.0917010545621275 0 0.917010545621275 25.1260889500229 NA 1.01937312772419 2.34275064541422 1.53315701303294 NA
"106" "how_ace_7" "Howlett_Allium_cepa" "Howlett" "Allium_cepa" 0 80.4449042938438 0.724262803931712 0 0.8277289187791 14.2265907915158 0.362131401965856 0.0517330574236937 0.0517330574236937 3.3109156751164 18.8308329022245 NA -0.839536911042355 1.01341862794341 1.76741578645287 NA
"107" "how_ace_8" "Howlett_Allium_cepa" "Howlett" "Allium_cepa" 0 59.2668024439918 3.05498981670061 0 3.46232179226069 26.4765784114053 0 0 0 7.73930753564155 37.6782077393075 NA -0.829596215647882 -0.279790236878738 -0.639926405439834 NA
"108" "how_ace_9" "Howlett_Allium_cepa" "Howlett" "Allium_cepa" 0 81.5165876777251 6.31911532385466 0 0.23696682464455 9.32069510268562 0.394944707740916 0.23696682464455 0 1.97472353870458 12.1642969984202 NA -0.183451015007102 -0.503753783300451 0.7713398636998 NA
"109" "how_dca_1" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 2.83687943262411 3.54609929078014 0 0 56.7375886524823 0 4.25531914893617 0 32.6241134751773 93.6170212765958 NA -0.184338228602403 -0.35853580388236 -0.933326458846825 NA
"110" "how_dca_2" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 6.31970260223048 4.46096654275093 0 44.6096654275093 26.0223048327138 3.71747211895911 1.11524163568773 0.743494423791822 13.0111524163569 89.2193308550186 NA 1.10602937161442 1.19033886888943 -0.402911422125132 NA
"111" "how_dca_3" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 24.4147157190635 5.35117056856187 0 16.0535117056856 39.7993311036789 0 0 0 14.38127090301 70.2341137123746 NA 1.84338228602403 0.760095904230602 1.88195335144524 NA
"112" "how_dca_4" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 46.5116279069767 6.97674418604651 0 0 26.7441860465116 0 0 0 19.7674418604651 46.5116279069767 NA 0 -1.67794756216944 0.535515181305556 NA
"113" "how_dca_5" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 23.7113402061856 2.06185567010309 0 1.54639175257732 42.7835051546392 1.54639175257732 2.06185567010309 0 26.2886597938144 74.2268041237113 NA -0.368676457204806 -0.186438618018827 0.780322121330952 NA
"114" "how_dca_6" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 3.95256916996047 0.395256916996047 0 6.71936758893281 67.1936758893281 0 0 0 21.7391304347826 95.6521739130435 NA -0.921691143012016 1.21902173320002 -0.688519518821429 NA
"115" "how_dca_7" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 16.9117647058824 2.94117647058824 0 0 35.2941176470588 2.20588235294118 6.61764705882353 0 36.0294117647059 80.1470588235294 NA -0.368676457204806 -0.68838874345413 -0.158104482099735 NA
"116" "how_dca_8" "Howlett_Daucus_carota" "Howlett" "Daucus_carota" 0 1.41843971631206 0 0 5.67375886524823 60.9929078014184 0 0 0 31.9148936170213 98.5815602836879 NA -1.10602937161442 -0.258145778795299 -1.01492877218862 NA
"117" "jau_bna_1" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 9.09090909090909 81.8181818181818 0 0 0 0 0 0 9.09090909090909 9.09090909090909 NA 2.26937673332375 -0.0811019258136527 -0.430747865673023 NA
"118" "jau_bna_10" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 87.5 0 0 0 0 0 0 12.5 12.5 NA -0.0384640124292161 -0.380555190356371 -0.818420944778745 NA
"119" "jau_bna_11" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 0 0 0 0 0 0 0 100 100 NA -0.846208273442755 0.0686247064577062 -0.818420944778745 NA
"120" "jau_bna_12" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 9.09090909090909 27.2727272727273 0 0 0 0 0 0 63.6363636363636 63.6363636363636 NA -0.50003216157981 0.517804603271783 -0.689196585076838 NA
"121" "jau_bna_13" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 61.9047619047619 23.8095238095238 0 0 0 0 0 0 14.2857142857143 14.2857142857143 NA -0.269248087004513 -0.0811019258136527 0.861495731346047 NA
"122" "jau_bna_14" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 69.6969696969697 27.2727272727273 0 0 0 0 0 0 3.03030303030303 3.03030303030303 NA 0.192320062146081 -0.380555190356371 2.15373932836512 NA
"123" "jau_bna_15" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 100 0 0 0 0 0 0 0 0 NA -0.615424198867458 -0.53028182262773 -0.818420944778745 NA
"124" "jau_bna_16" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 70 20 0 0 0 0 0 0 10 10 NA -0.153856049716865 -0.0811019258136527 1.8952906089613 NA
"125" "jau_bna_17" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 100 0 0 0 0 0 0 0 0 NA -0.615424198867458 -0.53028182262773 -0.818420944778745 NA
"126" "jau_bna_18" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 40.9090909090909 54.5454545454545 0 0 0 0 0 0 4.54545454545455 4.54545454545455 NA 0.538496174009026 -0.380555190356371 0.344598292538419 NA
"127" "jau_bna_19" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 50 50 0 0 0 0 0 0 0 0 NA -0.730816236155107 -0.53028182262773 -0.689196585076838 NA
"128" "jau_bna_2" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 28.5714285714286 71.4285714285714 0 0 0 0 0 0 0 0 NA -0.269248087004513 -0.53028182262773 -0.559972225374931 NA
"129" "jau_bna_20" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 83.3333333333333 16.6666666666667 0 0 0 0 0 0 0 0 NA -0.730816236155107 -0.53028182262773 -0.172299146269209 NA
"130" "jau_bna_21" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 78.2608695652174 17.3913043478261 0 0 0 0 0 0 4.34782608695652 4.34782608695652 NA -0.384640124292162 -0.380555190356371 1.50761752985558 NA
"131" "jau_bna_22" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 21.4285714285714 14.2857142857143 0 0 0 0 0 0 64.2857142857143 64.2857142857143 NA -0.615424198867458 0.817257867814501 -0.430747865673023 NA
"132" "jau_bna_23" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 31.8181818181818 31.8181818181818 0 0 0 0 0 0 36.3636363636364 36.3636363636364 NA -0.0384640124292161 0.667531235543142 0.0861495731346047 NA
"133" "jau_bna_24" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 100 0 0 0 0 0 0 0 0 0 NA -0.846208273442755 -0.53028182262773 -0.0430747865673023 NA
"134" "jau_bna_3" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 100 0 0 0 0 0 0 0 0 NA -0.730816236155107 -0.53028182262773 -0.818420944778745 NA
"135" "jau_bna_4" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 100 0 0 0 0 0 0 0 0 NA -0.50003216157981 -0.53028182262773 -0.818420944778745 NA
"136" "jau_bna_5" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 26.3157894736842 63.1578947368421 0 0 0 0 0 0 10.5263157894737 10.5263157894737 NA 0.538496174009026 -0.230828558085012 -0.172299146269209 NA
"137" "jau_bna_6" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 50 0 0 0 0 0 0 50 50 NA -0.0384640124292161 0.517804603271783 -0.818420944778745 NA
"138" "jau_bna_7" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 25.3012048192771 36.144578313253 0 0 0 0 0 0 38.5542168674699 38.5542168674699 NA 2.6155528451867 4.26097041005576 1.8952906089613 NA
"139" "jau_bna_8" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 0 100 0 0 0 0 0 0 0 0 NA -0.50003216157981 -0.53028182262773 -0.818420944778745 NA
"140" "jau_bna_9" "Jauker_Brassica_napus" "Jauker" "Brassica_napus" 0 31.8181818181818 61.3636363636364 0 0 0 0 0 0 6.81818181818182 6.81818181818182 NA 2.26937673332375 -0.0811019258136527 0.990720091047954 NA
"141" "lin_bna_1" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 76.6917293233083 1.50375939849624 3.00751879699248 1.50375939849624 16.5413533834586 0 0 0 0.75187969924812 21.8045112781955 NA -0.240900730191394 0.704642151294234 0.515113936267993 -0.888853507735559
"142" "lin_bna_10" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 29.7297297297297 0 2.7027027027027 2.7027027027027 64.8648648648649 0 0 0 0 70.2702702702703 NA -0.606405286343853 0.446273362486349 -0.919181057346084 -0.824457269169673
"143" "lin_bna_11" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 84 14.6666666666667 1.33333333333333 0 0 0 0 0 0 1.33333333333333 NA 1.40386977249467 -1.70679987757937 -0.0995839181380402 -0.6956647920379
"144" "lin_bna_12" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 53.9325842696629 21.3483146067416 2.24719101123596 0 16.8539325842697 1.12359550561798 2.24719101123596 0 2.24719101123596 24.7191011235955 NA 2.86588799710451 0.101781644075834 -0.336006169832668 -0.462041228868637
"145" "lin_bna_13" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 93.3014354066986 0.956937799043062 0.478468899521531 0 5.26315789473684 0 0 0 0 5.74162679425837 NA -0.240900730191394 -0.759447651950452 1.98093189677469 3.22352023882082
"146" "lin_bna_14" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 0 0 3.57142857142857 0 89.2857142857143 0 0 0 7.14285714285714 100 NA -0.606405286343853 0.618519221691606 -1.09255737525548 1.13738162667478
"147" "lin_bna_15" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 0 0 3.57142857142857 0 92.8571428571429 0 0 0 3.57142857142857 100 NA -0.606405286343853 0.618519221691606 -1.09255737525548 0.899265302675337
"148" "lin_bna_16" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 63.6942675159236 0.636942675159236 0 0 35.031847133758 0 0 0 0.636942675159236 35.6687898089172 NA -0.423653008267624 3.02996125056521 0.483590969375375 0.38709056803503
"149" "lin_bna_17" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 10 6.66666666666667 10 0 73.3333333333333 0 0 0 0 83.3333333333333 NA -0.240900730191394 0.36015043288372 -1.04527292491655 0.673129674223038
"150" "lin_bna_18" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 95.1612903225807 0.537634408602151 1.0752688172043 0 2.68817204301075 0 0 0 0.537634408602151 4.3010752688172 NA -0.423653008267624 -1.10393937036097 1.69722519474113 0.451486806600917
"151" "lin_bna_19" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 87.3015873015873 2.11640211640212 0 0 10.0529100529101 0 0 0 0.529100529100529 10.5820105820106 NA 0.124603825961066 -0.0704642151294233 1.50808739338543 -0.8394331386036
"152" "lin_bna_2" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 9.75609756097561 9.75609756097561 2.4390243902439 2.4390243902439 68.2926829268293 0 0 0 7.31707317073171 80.4878048780488 NA 0.124603825961066 1.04913386970475 -1.02951144147024 -0.912814898829843
"153" "lin_bna_20" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 19.047619047619 0 0 0 80.9523809523809 0 0 0 0 80.9523809523809 NA -0.606405286343853 -0.328833003937309 -1.02951144147024 1.06849262727871
"154" "lin_bna_21" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 60 0 6.66666666666667 0 26.6666666666667 0 0 0 6.66666666666667 40 NA -0.606405286343853 -1.27618522956622 -0.950704024238701 -0.295809078152046
"155" "lin_bna_22" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 78.5714285714286 0.714285714285714 0.714285714285714 1.42857142857143 16.4285714285714 0.714285714285714 0.714285714285714 0 0.714285714285714 20.7142857142857 NA -0.423653008267624 0.704642151294234 0.641205803838461 -0.276340447887941
"156" "lin_bna_23" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 63.8888888888889 0 2.77777777777778 2.77777777777778 30.5555555555556 0 0 0 0 36.1111111111111 NA -0.606405286343853 -0.673324722347824 -0.730043255990381 -0.334746338680256
"157" "lin_bna_24" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 87.8571428571429 0 1.42857142857143 0 10.7142857142857 0 0 0 0 12.1428571428571 NA -0.606405286343853 -0.328833003937309 0.846105088640472 -0.837935551660207
"158" "lin_bna_4" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 64.2276422764228 14.6341463414634 4.8780487804878 0 11.3821138211382 0 0 0.813008130081301 4.0650406504065 21.1382113821138 NA 2.68313571902828 0.446273362486349 0.152599817002896 NA
"159" "lin_bna_5" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 88.8888888888889 0.617283950617284 0.617283950617284 0 9.87654320987654 0 0 0 0 10.4938271604938 NA -0.423653008267624 -0.328833003937309 1.17709624101295 -0.246388709020086
"160" "lin_bna_6" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 76.1904761904762 2.38095238095238 2.38095238095238 0 19.047619047619 0 0 0 0 21.4285714285714 NA -0.240900730191394 -0.242710074334681 -0.0838224346917316 -0.00228203724707455
"161" "lin_bna_7" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 88.8888888888889 3.03030303030303 2.02020202020202 0 5.05050505050505 0 1.01010101010101 0 0 8.08080808080808 NA -0.058148452115164 -1.10393937036097 0.294453168019673 -0.793007943358426
"162" "lin_bna_8" "Lindstrom_Brassica_napus" "Lindstrom" "Brassica_napus" 0 38.2352941176471 5.88235294117647 0 0 55.8823529411765 0 0 0 0 55.8823529411765 NA -0.240900730191394 -0.156587144732052 -0.887658090453467 -0.43059190305739
"163" "may_kiwi_1" "mayfield_Actinidia_kiwi" "mayfield" "Actinidia_kiwi" 0.592415138775063 85.0687430924448 2.5346437248359 0 0.827638760401996 0 0 0 0 10.9765592835422 12.3966131827193 -0.197433188629507 1.15401662779884 1.00682846892691 0.746763022534721 1.15426598314535
"164" "may_kiwi_2" "mayfield_Actinidia_kiwi" "mayfield" "Actinidia_kiwi" 0 98.4926960847069 0 0 0 1.50730391529306 0 0 0 0 1.50730391529306 1.20474478612295 -0.845963895096285 -1.16848629407349 -1.13290201345116 -0.11123714731188
"165" "may_kiwi_3" "mayfield_Actinidia_kiwi" "mayfield" "Actinidia_kiwi" 3.38372132546062 85.8024053387597 4.17493517423887 0 1.16197144768533 1.46583972552807 0 0 0 4.01112698832744 10.0226594870015 -1.73580581130667 1.38038148645112 -0.00729033711195908 -0.0589481560843314 -1.26694776873401
"166" "may_kiwi_4" "mayfield_Actinidia_kiwi" "mayfield" "Actinidia_kiwi" 0.315504452971614 98.9410024259768 0.427988668079953 0 0 0 0 0 0 0.315504452971614 0.631008905943229 -0.211370471590495 -0.459809715948911 -1.09877470762314 1.58176786625249 0.223918932900539
"167" "may_kiwi_5" "mayfield_Actinidia_kiwi" "mayfield" "Actinidia_kiwi" 4.23282034912649 73.5805110333657 1.0396790435592 0 0.0785182716608892 18.2857838228928 0 0 0 2.78268747939499 25.3798099230751 0.398385043394982 -0.413123779017903 1.1861369867185 -0.629135176506499 NA
"168" "may_kiwi_6" "mayfield_Actinidia_kiwi" "mayfield" "Actinidia_kiwi" 1.46316620529409 85.4523896176166 0.0768846823619322 0 5.58718050709043 7.21502873736316 0 0 0 0.20535025027377 14.4707257000214 0.541479642008743 -0.815500724186853 0.0815858831631805 -0.507545542745223 NA
"169" "pis_cla_1" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 83.4254143646409 14.9171270718232 0.552486187845304 0 0.552486187845304 0 0 0.552486187845304 0 1.65745856353591 NA 0.779301279987354 -0.237609152937368 0.606104418452134 -0.566021225723877
"170" "pis_cla_10" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 78.4313725490196 19.6078431372549 0 1.96078431372549 0 0 0 0 0 1.96078431372549 NA -0.188830694766167 -0.548959077475987 -0.72681968844625 -0.566021225723877
"171" "pis_cla_11" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 92 6.66666666666667 0 0 0 0 1.33333333333333 0 0 1.33333333333333 NA -0.473575393223084 -0.548959077475987 -0.378578255112438 -0.566021225723877
"172" "pis_cla_12" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 95.4545454545455 3.8961038961039 0.324675324675325 0 0.324675324675325 0 0 0 0 0.649350649350649 NA -0.0749328153833994 -0.393284115206677 2.32329493454645 -0.566021225723877
"173" "pis_cla_13" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 92.7631578947368 5.26315789473684 0 0 0.657894736842105 0 0 0 1.31578947368421 1.97368421052632 NA -0.302728574148934 -0.237609152937368 0.486021165578406 -0.315918823659838
"174" "pis_cla_14" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 93.8461538461538 3.07692307692308 0 2.30769230769231 0 0 0 0.769230769230769 0 3.07692307692308 NA -0.530524332914468 -0.0819341906680578 0.257862985118322 -0.365939304072646
"175" "pis_cla_15" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 1.08695652173913 83.695652173913 14.1304347826087 0 0 1.08695652173913 0 0 0 0 2.17391304347826 NA -0.0179838756920159 -0.393284115206677 -0.282511652813456 -0.566021225723877
"176" "pis_cla_16" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0.33003300330033 94.7194719471947 3.63036303630363 0 0 1.32013201320132 0 0 0 0 1.65016501650165 NA -0.131881755074783 0.073740771601252 2.23923665753484 -0.0658164215957996
"177" "pis_cla_17" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 84.1584158415842 8.91089108910891 0 0.99009900990099 0 0 4.95049504950495 0 0.99009900990099 6.93069306930693 NA -0.24577963445755 0.385090696139872 -0.186445050514473 -0.566021225723877
"178" "pis_cla_18" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 1.49253731343284 91.044776119403 4.47761194029851 0 0 2.98507462686567 0 0 0 0 4.47761194029851 NA -0.587473272605851 -0.237609152937368 -0.474644857411421 2.43520759904459
"179" "pis_cla_19" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 4.65116279069767 76.7441860465116 16.2790697674419 0 2.32558139534884 0 0 0 0 0 6.97674418604651 NA -0.359677513840317 -0.237609152937368 -0.81087796545786 0.184285980468239
"180" "pis_cla_2" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 1.92307692307692 20.1923076923077 75 0.961538461538462 0.961538461538462 0.961538461538462 0 0 0 0 4.80769230769231 NA 3.68369720424792 0.073740771601252 -0.954977868906334 -0.566021225723877
"181" "pis_cla_3" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 14.2857142857143 78.5714285714286 0 0 0 7.14285714285714 0 0 0 0 21.4285714285714 NA -0.758320091680002 -0.237609152937368 -1.07506112178006 -0.566021225723877
"182" "pis_cla_4" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 96.2264150943396 3.77358490566038 0 0 0 0 0 0 0 0 NA -0.644422212297235 -0.704634039745297 -0.594728110285149 -0.265898343247031
"183" "pis_cla_5" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 87.8205128205128 8.33333333333333 0 0 0 0 1.92307692307692 1.28205128205128 0.641025641025641 3.84615384615385 NA -0.0179838756920159 0.229415733870562 0.437987864428914 -0.566021225723877
"184" "pis_cla_6" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 98.5074626865672 0 0 0 0 0 0 0 1.49253731343284 1.49253731343284 NA -0.758320091680002 -0.548959077475987 -0.414603230974557 -0.0658164215957996
"185" "pis_cla_7" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 86.2068965517241 8.62068965517241 0 1.72413793103448 0 0 3.44827586206897 0 0 5.17241379310345 NA -0.473575393223084 -0.237609152937368 -0.606736435572522 1.93500279491651
"186" "pis_cla_8" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 0 51.1627906976744 39.5348837209302 0 2.32558139534884 2.32558139534884 0 0 0 4.65116279069767 9.30232558139535 NA 0.209811883073518 -0.0819341906680578 -0.942969543618961 2.18510519698055
"187" "pis_cla_9" "pisanty_mandelik_Citrullus_lanatus" "pisanty_mandelik" "Citrullus_lanatus" 2.39043824701195 76.4940239043825 11.5537848605578 0.398406374501992 0.398406374501992 3.98406374501992 0 0 0.796812749003984 3.98406374501992 11.9521912350598 NA 0.893199159370121 3.965614828334 1.09844575523442 -0.566021225723877
"188" "ree_mdo_1" "Reemer_Kleijn_Malus_domestica" "Reemer_Kleijn" "Malus_domestica" 0 8.10810810810811 86.4864864864865 0 0 0 0 0 0 5.40540540540541 5.40540540540541 NA 0.484403325434263 -1.55134350376268 -0.957189230588441 NA
"189" "ree_mdo_2" "Reemer_Kleijn_Malus_domestica" "Reemer_Kleijn" "Malus_domestica" 0 37.2549019607843 43.1372549019608 0 0 0 0 0 0 19.6078431372549 19.6078431372549 NA -0.5920485088641 0.408248290463863 -0.513275384518439 NA
"190" "ree_mdo_3" "Reemer_Kleijn_Malus_domestica" "Reemer_Kleijn" "Malus_domestica" 0 70.4545454545455 25 0 0 0 0 0 0 4.54545454545455 4.54545454545455 NA 0.5920485088641 -0.571547606649408 1.53982615355532 NA
"191" "ree_mdo_4" "Reemer_Kleijn_Malus_domestica" "Reemer_Kleijn" "Malus_domestica" 0 39.7590361445783 48.1927710843374 0 0 0 0 0 0 12.0481927710843 12.0481927710843 NA 1.34556479287295 0.408248290463863 -0.124850769207188 NA
"192" "ree_mdo_5" "Reemer_Kleijn_Malus_domestica" "Reemer_Kleijn" "Malus_domestica" 0 20 60 0 0 0 0 0 0 20 20 NA -0.376758142004427 -0.0816496580927727 -0.818466153691566 NA
"193" "ree_mdo_6" "Reemer_Kleijn_Malus_domestica" "Reemer_Kleijn" "Malus_domestica" 0 71.1340206185567 14.4329896907216 0 0 0 0 0 0 14.4329896907216 14.4329896907216 NA -1.45320997630279 1.38804418757713 0.873955384450316 NA
"194" "ree_pcom_1" "Reemer_Kleijn_Pyrus_communis" "Reemer_Kleijn" "Pyrus_communis" 0 1.66666666666667 65 0 0 0 0 0 0 33.3333333333333 33.3333333333333 NA 1.18084268170823 1.83333333333333 -0.895143592549291 NA
"195" "ree_pcom_2" "Reemer_Kleijn_Pyrus_communis" "Reemer_Kleijn" "Pyrus_communis" 0 8 72 0 0 0 0 0 0 20 20 NA 0.908340524390949 0.166666666666667 -0.089514359254929 NA
"196" "ree_pcom_3" "Reemer_Kleijn_Pyrus_communis" "Reemer_Kleijn" "Pyrus_communis" 0 14.2857142857143 71.4285714285714 0 0 0 0 0 0 14.2857142857143 14.2857142857143 NA -0.54500431463457 -0.833333333333333 -0.089514359254929 NA
"197" "ree_pcom_4" "Reemer_Kleijn_Pyrus_communis" "Reemer_Kleijn" "Pyrus_communis" 0 14.2857142857143 65.3061224489796 0 0 0 0 0 0 20.4081632653061 20.4081632653061 NA 0.54500431463457 0.166666666666667 0.716114874039433 NA
"198" "ree_pcom_5" "Reemer_Kleijn_Pyrus_communis" "Reemer_Kleijn" "Pyrus_communis" 0 0 73.6842105263158 0 0 0 0 0 0 26.3157894736842 26.3157894736842 NA -1.09000862926914 -0.666666666666667 -1.16368667031408 NA
"199" "ree_pcom_6" "Reemer_Kleijn_Pyrus_communis" "Reemer_Kleijn" "Pyrus_communis" 0 33.3333333333333 50 0 0 0 0 0 0 16.6666666666667 16.6666666666667 NA -0.999174576830044 -0.666666666666667 1.52174410733379 NA
"200" "sch_bna_1" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 24.6376811594203 59.4202898550725 0.966183574879227 0 0 0 0 0 14.975845410628 15.9420289855072 NA 2.11507033887779 0.850469733196902 -0.0755053936273968 -0.300615220654191
"201" "sch_bna_2" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 60 0 0 0 0 0 0 0 40 40 NA -0.959123477157285 -1.41744955532817 -1.1493598807726 -0.0334016911837991
"202" "sch_bna_3" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 75.8620689655172 11.2068965517241 1.72413793103448 0 0 0 0 0 11.2068965517241 12.9310344827586 NA -0.634208683592602 -0.466386627882172 0.752257440213694 2.20673839754299
"203" "sch_bna_4" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 80.4347826086957 9.78260869565217 0.543478260869565 0 0 0 0 0 9.23913043478261 9.78260869565217 NA -0.509241455298493 -0.246910567702326 2.09457554914519 -0.68807483838626
"204" "sch_bna_5" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 27.2727272727273 47.5524475524476 0 0 0 0 0 0 25.1748251748252 25.1748251748252 NA 0.740430827642595 1.06994579337675 -0.343969015413697 0.643539250141195
"205" "sch_bna_6" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 37.2093023255814 16.2790697674419 0 0 0 0 0 0 46.5116279069767 46.5116279069767 NA -0.60921523793378 1.36258054028321 -0.500572794789038 -0.452036220687414
"206" "sch_bna_7" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 42.8571428571429 45.7142857142857 0 0 0 0 0 0 11.4285714285714 11.4285714285714 NA -0.159333216074989 -0.978497434968479 -0.545316731753422 -0.68807483838626
"207" "sch_bna_8" "Scheper_Brassica_napus" "Scheper" "Brassica_napus" 0 43.1372549019608 38.2352941176471 0 0 0 0 0 0 18.6274509803922 18.6274509803922 NA 0.0156209035367636 -0.173751880975711 -0.232109173002738 -0.68807483838626
"208" "sch_pav_1" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 7.69230769230769 61.5384615384615 0 30.7692307692308 0 0 0 0 92.3076923076923 0.902582148128297 0.321271034494742 2.70443736378767 -0.223606797749979 -0.39423678478827
"209" "sch_pav_10" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 0 0 100 0 0 0 0 100 -0.946864945616324 -0.596646206918806 -0.613890689939533 -0.223606797749979 -0.727889297526673
"210" "sch_pav_11" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 12.5 0 12.5 0 37.5 37.5 0 0 0 0 87.5 0.0806056620195769 0.321271034494742 1.04527333692407 -0.223606797749979 1.39695038886
